SiteName,time,"latitude[unit=""degrees_north""]","longitude[unit=""degrees_east""]",deficit_CCSM4_rcp45
bearlake_fromgrid,2020-09-23T12:00:00Z,38.90637149,-105.2989972,0.8
bearlake_fromgrid,2020-09-24T12:00:00Z,38.90637149,-105.2989972,1.3
bearlake_fromgrid,2020-09-25T12:00:00Z,38.90637149,-105.2989972,1.3
bearlake_fromgrid,2020-09-26T12:00:00Z,38.90637149,-105.2989972,1.0
bearlake_fromgrid,2020-09-27T12:00:00Z,38.90637149,-105.2989972,1.3
bearlake_fromgrid,2020-09-28T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-09-29T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-09-30T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-01T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-02T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-10-03T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-10-04T12:00:00Z,38.90637149,-105.2989972,0.6
bearlake_fromgrid,2020-10-05T12:00:00Z,38.90637149,-105.2989972,0.4
bearlake_fromgrid,2020-10-06T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-10-07T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-08T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-09T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-10-10T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-10-11T12:00:00Z,38.90637149,-105.2989972,0.6
bearlake_fromgrid,2020-10-12T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-13T12:00:00Z,38.90637149,-105.2989972,0.6
bearlake_fromgrid,2020-10-14T12:00:00Z,38.90637149,-105.2989972,0.3
bearlake_fromgrid,2020-10-15T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-10-16T12:00:00Z,38.90637149,-105.2989972,0.0
